conf_ini;rep_ini;rcp_ini;paso;rh0;pozo
-0.2;0.6;-0.2;122;0.6911337469975529;-540.1839999999958
-0.2;0.6;-0.2;123;0.6921129301285969;-540.5719999999959
-0.2;0.6;-0.2;124;0.6932669367790855;-541.2179999999964
-0.2;0.6;-0.2;125;0.6941220297643036;-542.0139999999965
-0.2;0.6;-0.2;126;0.6950399017939175;-542.4419999999967
-0.2;0.6;-0.2;127;0.6963907930990193;-543.2039999999972
-0.2;0.6;-0.2;128;0.6975504632990333;-543.5319999999979
-0.2;0.6;-0.2;129;0.6985930511977085;-544.0119999999979
-0.2;0.6;-0.2;130;0.6995173223374536;-544.3579999999982
-0.2;0.6;-0.2;131;0.7007086973251668;-544.7159999999985
-0.2;0.6;-0.2;132;0.7019211539482656;-545.0419999999991
-0.2;0.6;-0.2;133;0.7027879370941126;-545.1639999999993
-0.2;0.6;-0.2;134;0.7037955481739067;-545.3899999999996
-0.2;0.6;-0.2;135;0.7048411293115743;-545.6159999999999
-0.2;0.6;-0.2;136;0.7057490223381095;-545.6480000000001
-0.2;0.6;-0.2;137;0.7064846029036452;-545.8320000000002
-0.2;0.6;-0.2;138;0.7071326637852554;-545.896000000001
-0.2;0.6;-0.2;139;0.7078497012221903;-545.856000000001
-0.2;0.6;-0.2;140;0.7087941873693268;-546.0560000000016
-0.2;0.6;-0.2;141;0.709363841517383;-546.1400000000019
-0.2;0.6;-0.2;142;0.7103739673099747;-546.1720000000026
-0.2;0.6;-0.2;143;0.7113672484039617;-546.4840000000025
-0.2;0.6;-0.2;144;0.7120970768145612;-546.5920000000032
-0.2;0.6;-0.2;145;0.7131805967105896;-546.5480000000034
-0.2;0.6;-0.2;146;0.7142379503559317;-546.3220000000039
-0.2;0.6;-0.2;147;0.7150506670164072;-546.2540000000043
-0.2;0.6;-0.2;148;0.7157018774230799;-546.3200000000045
-0.2;0.6;-0.2;149;0.7165587319615601;-546.0960000000049
-0.2;0.6;-0.2;150;0.7174039411554604;-546.0920000000053
-0.2;0.6;-0.2;151;0.7184820239625346;-545.9360000000058
-0.2;0.6;-0.2;152;0.7195818366527859;-545.5860000000059
-0.2;0.6;-0.2;153;0.7204783159529693;-545.3820000000067
-0.2;0.6;-0.2;154;0.7211488512779871;-545.0120000000068
-0.2;0.6;-0.2;155;0.7219484021635286;-544.8860000000071
-0.2;0.6;-0.2;156;0.7226587597742992;-544.6800000000076
-0.2;0.6;-0.2;157;0.7234663299755377;-544.1760000000081
-0.2;0.6;-0.2;158;0.7248368150470564;-543.6480000000082
-0.2;0.6;-0.2;159;0.7256881553182128;-543.1820000000083
-0.2;0.6;-0.2;160;0.7264760537723534;-542.8300000000087
-0.2;0.6;-0.2;161;0.7272341695720609;-542.4280000000091
-0.2;0.6;-0.2;162;0.7281374771603462;-541.9480000000094
-0.2;0.6;-0.2;163;0.7290126407097611;-541.5940000000096
-0.2;0.6;-0.2;164;0.729770018178565;-540.9420000000099
-0.2;0.6;-0.2;165;0.7307891054336192;-540.23000000001
-0.2;0.6;-0.2;166;0.731408478801567;-539.3440000000102
-0.2;0.6;-0.2;167;0.7322982350686296;-538.5660000000104
-0.2;0.6;-0.2;168;0.7331357925058596;-537.8220000000107
-0.2;0.6;-0.2;169;0.733903046798325;-537.210000000011
-0.2;0.6;-0.2;170;0.7346109259916145;-536.392000000011
-0.2;0.6;-0.2;171;0.7352958274788299;-535.4080000000113
-0.2;0.6;-0.2;172;0.7361643175372414;-534.5960000000114
-0.2;0.6;-0.2;173;0.7369822399932303;-533.7400000000114
-0.2;0.6;-0.2;174;0.7376836141154841;-532.9140000000119
-0.2;0.6;-0.2;175;0.7385589494479872;-531.896000000012
-0.2;0.6;-0.2;176;0.7393716278616393;-530.7520000000122
-0.2;0.6;-0.2;177;0.74023726108047;-529.8220000000123
-0.2;0.6;-0.2;178;0.7409915718801062;-529.0020000000125
-0.2;0.6;-0.2;179;0.7416455747440008;-527.8580000000126
-0.2;0.6;-0.2;180;0.7421356822901423;-526.7980000000126
-0.2;0.6;-0.2;181;0.7428415864979712;-525.6600000000128
-0.2;0.6;-0.2;182;0.7436312111157111;-524.442000000013
-0.2;0.6;-0.2;183;0.7444440826697306;-523.2760000000129
-0.2;0.6;-0.2;184;0.745074244531376;-522.140000000013
-0.2;0.6;-0.2;185;0.7457833856652353;-521.0900000000131
-0.2;0.6;-0.2;186;0.7465429616787028;-520.0520000000131
-0.2;0.6;-0.2;187;0.7471417370596116;-518.982000000013
-0.2;0.6;-0.2;188;0.747951097881128;-517.786000000013
-0.2;0.6;-0.2;189;0.7485360113925149;-516.6000000000128
-0.2;0.6;-0.2;190;0.7490664562222196;-515.2740000000133
-0.2;0.6;-0.2;191;0.7498906974359947;-514.1960000000131
-0.2;0.6;-0.2;192;0.7505980398273158;-512.728000000013
-0.2;0.6;-0.2;193;0.751351939091147;-511.5020000000133
-0.2;0.6;-0.2;194;0.7523777637532689;-510.2060000000132
-0.2;0.6;-0.2;195;0.7530967803448209;-508.7760000000133
-0.2;0.6;-0.2;196;0.753768858478663;-507.2460000000134
-0.2;0.6;-0.2;197;0.754338089969697;-505.6760000000132
-0.2;0.6;-0.2;198;0.7551820824016131;-504.16800000001314
-0.2;0.6;-0.2;199;0.755855078018044;-502.75200000001286
-0.2;0.6;-0.2;200;0.7568759750553643;-501.02600000001286
-0.2;0.6;-0.2;201;0.7576260612402881;-499.44800000001305
-0.2;0.6;-0.2;202;0.7585921512798742;-497.7300000000128
-0.2;0.6;-0.2;203;0.7591504105873063;-496.1380000000127
-0.2;0.6;-0.2;204;0.7597837491280461;-494.5460000000125
-0.2;0.6;-0.2;205;0.7603833412870509;-492.96200000001295
-0.2;0.6;-0.2;206;0.7611916649962839;-491.1460000000126
-0.2;0.6;-0.2;207;0.7620489582991092;-489.35800000001285
-0.2;0.6;-0.2;208;0.7626064534623942;-487.5900000000124
-0.2;0.6;-0.2;209;0.7634536702304731;-485.67800000001233
-0.2;0.6;-0.2;210;0.7642794675369022;-484.0200000000126
-0.2;0.6;-0.2;211;0.7649189015360064;-482.08600000001223
-0.2;0.6;-0.2;212;0.7657912849678782;-480.216000000012
-0.2;0.6;-0.2;213;0.7664407382209296;-478.41800000001217
-0.2;0.6;-0.2;214;0.7668848072363335;-476.5560000000121
-0.2;0.6;-0.2;215;0.7677017813298326;-474.5120000000118
-0.2;0.6;-0.2;216;0.7682815270680766;-472.5060000000119
-0.2;0.6;-0.2;217;0.7689793907498554;-470.4980000000116
-0.2;0.6;-0.2;218;0.7697127729738931;-468.49200000001184
-0.2;0.6;-0.2;219;0.7703338640074758;-466.5180000000117
-0.2;0.6;-0.2;220;0.770949632413195;-464.60600000001125
-0.2;0.6;-0.2;221;0.7715623737811247;-462.4200000000112
-0.2;0.6;-0.2;222;0.7723606854614347;-460.5200000000111
-0.2;0.6;-0.2;223;0.7728402706362183;-458.35600000001085
-0.2;0.6;-0.2;224;0.7733146842294741;-456.4320000000109
-0.2;0.6;-0.2;225;0.773820848614817;-454.2180000000106
-0.2;0.6;-0.2;226;0.7744173692366735;-451.8960000000105
-0.2;0.6;-0.2;227;0.7750068607539773;-449.6680000000103
-0.2;0.6;-0.2;228;0.7756552473232712;-447.42800000001
-0.2;0.6;-0.2;229;0.7762939923935888;-445.29800000001006
-0.2;0.6;-0.2;230;0.7770104890279507;-443.1960000000098
-0.2;0.6;-0.2;231;0.7775510998817654;-440.86600000000925
-0.2;0.6;-0.2;232;0.7782160203907839;-438.67800000000926
-0.2;0.6;-0.2;233;0.7786102308176462;-436.6040000000087
-0.2;0.6;-0.2;234;0.7789815451856316;-434.35200000000856
-0.2;0.6;-0.2;235;0.7794609309312516;-432.0460000000085
-0.2;0.6;-0.2;236;0.7798797674223051;-429.8100000000081
-0.2;0.6;-0.2;237;0.780341537845315;-427.44600000000753
-0.2;0.6;-0.2;238;0.780944346992735;-425.07200000000756
-0.2;0.6;-0.2;239;0.781427506909614;-422.6180000000071
-0.2;0.6;-0.2;240;0.7821197052012255;-420.2540000000067
-0.2;0.6;-0.2;241;0.7827274135953192;-417.8720000000064
-0.2;0.6;-0.2;242;0.7831513464762375;-415.6100000000063
-0.2;0.6;-0.2;243;0.7835549896150986;-413.1300000000056
-0.2;0.6;-0.2;244;0.7840570915879503;-410.6380000000053
-0.2;0.6;-0.2;245;0.7844810067272533;-408.05400000000475
-0.2;0.6;-0.2;246;0.7850806844891507;-405.51000000000437
-0.2;0.6;-0.2;247;0.7855295938845075;-403.0680000000037
-0.2;0.6;-0.2;248;0.7860225890870771;-400.6060000000034
